asuka,O
Computer,X
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,4,3
6,X,3,3
7,O,5,1
8,X,6,1
9,O,3,4
10,X,8,7
11,O,2,2
12,X,1,1
13,O,3,2
14,X,4,1
15,O,3,5
16,X,2,5
17,O,3,6
18,X,2,3
19,O,1,5
20,X,3,7
21,O,1,3
22,X,1,4
23,O,3,8
24,X,1,2
25,O,6,6
26,X,1,6
27,O,7,5
28,X,6,3
29,O,8,6
30,X,8,5
31,O,8,4
32,X,8,3
33,O,6,2
34,X,6,7
35,O,5,6
36,X,5,7
37,O,7,8
38,X,6,8
39,O,5,8
40,X,4,7
41,O,4,8
42,X,2,4
43,O,7,7
44,X,8,8
45,O,6,4
46,X,2,8
47,O,2,7
48,X,1,8
49,O,3,1
50,X,2,1
51,O,4,2
52,X,7,4
53,O,7,3
54,X,7,2
55,O,8,2
56,X,8,1
57,O,4,6
58,X,2,6
59,O,1,7
~~END~~
WHITE,20
BLACK,43

